,gmin_arr,mn_arr
0,0.029226465274858515,0.02003338898163606
1,0.01497242525164446,0.04006677796327212
2,0.010352018554516484,0.060100166944908176
3,0.00784918757752735,0.08013355592654424
4,0.006377852298719153,0.1001669449081803
5,0.005426972188858915,0.12020033388981635
6,0.004725605127161014,0.14023372287145242
7,0.004114880828704945,0.16026711185308848
8,0.0037522389225314026,0.18030050083472454
9,0.0034215564235892397,0.2003338898163606
10,0.0031928140265370126,0.22036727879799667
11,0.002979363817521925,0.2404006677796327
12,0.0027801834630457817,0.2604340567612688
13,0.0026548504796581715,0.28046744574290483
14,0.002535167611427937,0.3005008347245409
15,0.0024208801464633708,0.32053422370617696
16,0.002365683246836084,0.340567612687813
17,0.002259036278023734,0.3606010016694491
18,0.0022075294742380795,0.3806343906510851
19,0.00215719704328655,0.4006677796327212
20,0.002108012209064783,0.42070116861435725
21,0.0020599488059728018,0.44073455759599334
22,0.0020129812649953035,0.4607679465776294
23,0.001967084600099326,0.4808013355592654
24,0.0019222343949420457,0.5008347245409015
25,0.0019222343949420457,0.5208681135225376
26,0.0018784067898816564,0.5409015025041736
27,0.0018784067898816564,0.5609348914858097
28,0.0018355784692843811,0.5809682804674458
29,0.0018355784692843811,0.6010016694490818
30,0.0017937266491209116,0.6210350584307178
31,0.0017937266491209116,0.6410684474123539
32,0.0017937266491209116,0.66110183639399
33,0.0017528290648456406,0.681135225375626
34,0.0017528290648456406,0.7011686143572621
35,0.0017528290648456406,0.7212020033388982
36,0.0017528290648456406,0.7412353923205343
37,0.0017528290648456406,0.7612687813021702
38,0.0017528290648456406,0.7813021702838063
39,0.0017528290648456406,0.8013355592654424
40,0.0017528290648456406,0.8213689482470784
41,0.0017128639595522547,0.8414023372287145
42,0.0017128639595522547,0.8614357262103506
43,0.0017128639595522547,0.8814691151919867
44,0.0017128639595522547,0.9015025041736227
45,0.0017128639595522547,0.9215358931552587
46,0.0017128639595522547,0.9415692821368948
47,0.0017528290648456406,0.9616026711185308
48,0.0017528290648456406,0.9816360601001669
49,0.0017528290648456406,1.001669449081803
50,0.0017528290648456406,1.021702838063439
51,0.0017528290648456406,1.0417362270450752
